model_id,cell_name,id,lengthscale,period_length,outputscale,w,noise_prob,Train Model ELPD,Train Mean Model ELPD,Train Pseudo-R2,Test Model ELPD,Test Mean Model ELPD,Test Pseudo-R2
NEUTRAL_EXTRA_2,NEUTRAL,2,0.7217194072204469,289.71690355308795,0.0568341169378724,-1.526325667585271,0.01,-538.7431890246123,-566.7009895831159,0.0493343069315447,-142.93899930631653,-133.34865355091327,-0.0719193295172013
NEUTRAL_EXTRA_3,NEUTRAL,3,0.7406303579159911,311.57566865947933,0.0211382399104029,-0.9122233350939308,0.01,-645.7546067389168,-664.1910651462142,0.0277577633526865,-170.60364464609393,-169.9093091282508,-0.0040865066275974
NEUTRAL_EXTRA_4,NEUTRAL,4,0.7452734604424097,285.0970205202174,0.0032032378842367,-1.932128409181804,0.01,-616.597343755494,-620.2477603638654,0.005885416831219,-161.13138390525725,-159.69536737023583,-0.0089922241243991
NEUTRAL_EXTRA_5,NEUTRAL,5,0.7402192381203895,271.75610627500737,0.0056144593114547,-1.290911513225682,0.01,-566.8043459654023,-573.4954632104406,0.0116672540138003,-165.14465837081224,-163.2415781711743,-0.0116580605318725
NEUTRAL_EXTRA_6,NEUTRAL,6,0.7357647779520309,300.9774812416918,0.2739937514197959,-0.2093395249707155,0.01,-787.494504604556,-810.5754502681191,0.0284747652497104,-230.55246885855348,-210.70504622208344,-0.0941952885910042
NEUTRAL_EXTRA_7,NEUTRAL,7,0.7443535848243494,295.73940697494044,2.743753566270928e-05,-0.6137180131915829,0.01,-835.3991922475382,-835.3318596809595,-8.060576859159063e-05,-204.89240882454143,-204.89648965775308,1.9916559910182485e-05
NEUTRAL_EXTRA_8,NEUTRAL,8,0.7472980705998772,330.2640278092511,0.0506907650403423,-0.9707064663896904,0.01,-709.5828627064576,-722.0702739551144,0.0172939001909848,-255.664105206953,-247.28336745820687,-0.033891231079917
NEUTRAL_EXTRA_9,NEUTRAL,9,0.7443814600495589,325.08496936319955,1.536620936666592e-05,-0.3941505118543047,0.01,-694.8811781852107,-693.644512752538,-0.0017828518930615,-191.96362045361417,-191.10241493822505,-0.0045065129902599
NEUTRAL_EXTRA_10,NEUTRAL,10,0.738723166178373,309.0843404987636,0.1016363056863641,-1.3888952361885387,0.01,-655.3512999191755,-683.3538666349777,0.0409781345844936,-272.173328325178,-238.951072770426,-0.1390337158547536
NEUTRAL_EXTRA_11,NEUTRAL,11,0.7368472495182911,414.8851375794473,0.0289946599320971,-1.5350064415692612,0.01,-628.529891463598,-651.0860179121602,0.0346438501642117,-160.41813357735828,-152.79257975684803,-0.0499078805570627
